[20190327_165618 / views.py:14143]
fname_Src_CSV	44_5.1_10_rawdata.(EURJPY).(Period-M5).(NumOfUnits-8000).(Bars-ALL-20190326_110835).20190307_094255.csv
slice by	through
this file	no-44.[ups-downs-in_BB].[v-1.0].(EURJPY-M5).(20190327_165613).csv
pair	EURJPY
timeframe	M5
start	2018.05.18 04:55
end	2019.03.26 05:00
bars	58414



[20190327_165618 / views.py:14162]


[lo_UU]==============================
s.n.	e0.dateTime	e1.dateTime	e0.CP	e1.CP	e0.BB_M2S	e0.BB_M1S	e0.BB_Main	e0.BB_1S	e0.BB_2S
190	2018.05.23 03:00	2018.05.23 03:05	130.556	130.566	130.533	130.551	130.569	130.587	130.605
191	2018.05.23 03:05	2018.05.23 03:10	130.566	130.578	130.533	130.551	130.568	130.586	130.603
192	2018.05.23 03:10	2018.05.23 03:15	130.578	130.606	130.534	130.551	130.568	130.585	130.602
193	2018.05.23 03:40	2018.05.23 03:45	130.607	130.621	130.530	130.552	130.574	130.597	130.619
194	2018.05.23 04:50	2018.05.23 04:55	129.955	129.975	129.900	130.155	130.410	130.665	130.920
195	2018.05.23 05:25	2018.05.23 05:30	129.958	129.975	129.635	129.909	130.183	130.457	130.731
196	2018.05.23 06:10	2018.05.23 06:15	129.734	129.751	129.735	129.822	129.909	129.996	130.083
197	2018.05.23 06:15	2018.05.23 06:20	129.751	129.820	129.723	129.808	129.893	129.978	130.063
198	2018.05.23 06:20	2018.05.23 06:25	129.820	129.846	129.716	129.801	129.886	129.971	130.057
199	2018.05.23 06:35	2018.05.23 06:40	129.864	129.896	129.714	129.795	129.876	129.957	130.038
200	2018.05.23 06:40	2018.05.23 06:45	129.896	129.958	129.713	129.794	129.875	129.956	130.037
201	2018.05.23 06:45	2018.05.23 06:50	129.958	130.009	129.712	129.795	129.877	129.960	130.042
202	2018.05.23 07:10	2018.05.23 07:15	129.974	129.998	129.709	129.794	129.880	129.965	130.050
203	2018.05.23 07:40	2018.05.23 07:45	130.004	130.005	129.725	129.820	129.915	130.010	130.105
204	2018.05.23 08:35	2018.05.23 08:40	129.979	129.995	129.922	129.949	129.975	130.002	130.028
205	2018.05.23 08:40	2018.05.23 08:45	129.995	130.014	129.925	129.951	129.977	130.004	130.030
206	2018.05.23 08:45	2018.05.23 08:50	130.014	130.038	129.929	129.955	129.981	130.007	130.033
207	2018.05.23 09:05	2018.05.23 09:10	129.912	129.935	129.905	129.940	129.975	130.010	130.046
208	2018.05.23 09:10	2018.05.23 09:15	129.935	129.962	129.900	129.936	129.972	130.008	130.044
209	2018.05.23 09:40	2018.05.23 09:45	129.766	129.863	129.764	129.843	129.922	130.000	130.079
